"Name","url","Release_Date","Genre","Completed","Translator","Description","Count","Update_needed"
"Instant Kill","http://novelplanet.com/Novel/%49%6e%73%74%61%6e%74%2d%4b%69%6c%6c",2010,"Action, Fantasy, Martial Arts, Supernatural, Xianxia            ",FALSE,"Unknown","In the instant that his soul awakened, a new world emerged in front of his eyes. It was a foreign world, a world of Fuzhou. Countless secret realms, countless charmed beasts. There were even higher-leveled Fuzhou worlds.12th Guo was like a pawn crossing the river*. He instantly killed all enemies that obstructed his survival. He needed to constantly get stronger, needed to find even stronger Fuzhous.When he stood on the peak of the Fuzhou world, could he still continue forward?* this line is likely a reference to the game of Xiangqi/<U+8C61><U+68CB>, where a pawn/soldier, upon crossing the halfway line of the board, known as the river, gains additional abilities.",48,FALSE
"Interested in the one-eyed female general so I joined the White Wolf Knight Order, but it turned into a harem?!","http://novelplanet.com/Novel/%49%6e%74%65%72%65%73%74%65%64%2d%69%6e%2d%74%68%65%2d%6f%6e%65%2d%65%79%65%64%2d%66%65%6d%61%6c%65%2d%67%65%6e%65%72%61%6c%2d%73%6f%2d%49%2d%6a%6f%69%6e%65%64%2d%74%68%65%2d%57%68%69%74%65%2d%57%6f%6c%66%2d%4b%6e%69%67%68%74%2d%4f%72%64%65%72%2d%62%75%74%2d%69%74%2d%74%75%72%6e%65%64%2d%69%6e%74%6f%2d%61%2d%68%61%72%65%6d",2015,"Action, Adventure, Fantasy, Harem, Mature, Romance, Tragedy            ",FALSE,"Nega Translations","<U+2015><U+2015><U+2015>The wind-manipulating female general Ortasia is an extremely cruel person. Just saying her name would cause even those from her own country to tremble in fear. Then came a day that the invincible Ortasia had to finally pay for her sins on. Her comrades, who were scared of even her war-mongering existence, set a trap for her. It was then that she lost her right eye. Barely escaping alive*, she escaped to a small cabin in the woods. Meeting the lumberjack boy Shingen who lived there, she swore<U+2015><U+2015><U+2015> with that boy she would start a fierce storm to get revenge and take back the country<U+2015><U+2015><U+2015> Wanting to become a knight like the one he admired, he joined her and learned that the majority of the White Wolf Order were actually women. And with that he came to this conclusion: “Hey, former commander! You acted really cool while you were explaining all of that but, really, you were just creating your own harem, weren’t you?!” And with that our serious-sounding, yet at the same time not-so-serious story begins!!",2,TRUE
"Into Illusion","http://novelplanet.com/Novel/%49%6e%74%6f%2d%49%6c%6c%75%73%69%6f%6e",2013,"Drama, Fantasy, Mature, Mystery, Supernatural, Yaoi            ",FALSE,"Unknown","A new boys’ love serial that will consist of two parts: a novel chapter, written by Reiko Yoshihara, and a manga chapter, created in collaboration with artist Ryo Tateishi. Each bimonthly installment will be published in Be•Boy GOLD magazine and released simultaneously worldwide in an English-language digital edition by SuBLime. ————————————————————————— SuBLime: Takumi, Kouki, and Jin are three boys living a normal high school life, until the day when a traumatic car accident turns their lives upside down. Caught up in a phenomenon that twists the boundaries between the realms of the supernatural and the world of man, their fates seem to be sealed…and yet they survive. What does their mysterious survival mean, and how will it change their lives?",0,TRUE
"Into the World of Medicine","http://novelplanet.com/Novel/%49%6e%74%6f%2d%74%68%65%2d%57%6f%72%6c%64%2d%6f%66%2d%4d%65%64%69%63%69%6e%65",NA,"Action, Fantasy, Historical, Josei, Martial Arts, Romance, Xuanhuan            ",FALSE,"Ai Hrist Dream Translations","Rong Qingyan, is a 21st century successor of a medicinal family, proficent in medical knowledge. But in the end, died in the hands of her relatives. Murong Qingyan is Sheng Hong Continent’s Murong family’s legitimate miss. But even though she is a legitimate daughter, she is the Murong family’s shame because her appearance is ugly and her meridians are blocked, making her a trash that cannot cultivate. After she transmigrated, she became her. When she reopened her eyes, the originally unable to cultivate trash let everyone fall in shock. Flipping over clouds, disobeying the heavens and changing fate, letting those that originally looked down on her regret it deeply. Contracting magical beasts, concocting immortal pills. Meeting gods, killing gods; meeting Buddhas, killing Buddhas; swearing to let all those that looked down on her view her in a new light. When the trash turned into a universally shocking prodigy, when the ugly appearance was shed off, she was no longer the original her. In the whole couese of events, whose heart did she actually steal? Her ex-future husband regretted it deeply to no avail. The family that looked down on her is now immensly remorseful, yet they can’t change anything else. When she stood at the peak of the world, he was always by her side protecting and guarding her. letting her be able to freely soar in the sky. He said: “In my life, I have nothing else. I only wish to love you forever.” She said: ”If it is what you desire.”",27,FALSE
"Inu to Hasami wa Tsukaiyou","http://novelplanet.com/Novel/%49%6e%75%2d%74%6f%2d%48%61%73%61%6d%69%2d%77%61%2d%54%73%75%6b%61%69%79%6f%75",2010,"Comedy, Mystery, Seinen, Supernatural            ",FALSE,"Unknown","“I mustn’t die before I finish this book!!” One day, I unexpectedly died in the hands of these robbers and somehow I, the bookworm, ended up being resurrected… as a dog. Why a dog! How am I supposed to read like this! In the midst of my troubled thoughts, I saw this girl who believes that scissors are weapons——Natsuno Kirihime. She seemed pretty dangerous to me, but at least she understands my dog-talk. Apparently she’s secretly my favourite author, Akiyama Shinobu!? What should I do? And where are the robbers who killed me——!?",3,FALSE
"Invincible Conqueror","http://novelplanet.com/Novel/%49%6e%76%69%6e%63%69%62%6c%65%2d%43%6f%6e%71%75%65%72%6f%72",NA,"Action, Adventure, Drama, Harem, Martial Arts, Xuanhuan            ",FALSE,"Wuxiaworld Forums","The strong are lonesome. Overcoming the loneliness pushes you to stand invincible at the top.Pro-disciple of the Shaolin Temple on earth, Huang Xiaolong was reborn into a Martial Spirit world, carrying Hua Xia’s secret knowledge, the Body Metamorphose Scripture.In a Martial Spirit world, only those with Martial Spirit are able to train in battle qi and becoming a warrior. Huang Xiaolong born with a heaven-defying rare Martial Spirit was mistakenly taken for common variant Martial Spirit during the awakening ceremony conducted by the tribe and thus sidelined.However, Huang Xiaolong with his common “variant” Martial Spirit again, and again displayed unnatural talent, defeating geniuses, shocking the clan and the entire Martial Spirit World",104,FALSE
"Invincible Level Up","http://novelplanet.com/Novel/%49%6e%76%69%6e%63%69%62%6c%65%2d%4c%65%76%65%6c%2d%55%70",2012,"Action, Adventure, Fantasy, Harem, Martial Arts, Mature, Romance, Xuanhuan            ",FALSE,"VesperLxD","Qin Tian accidentally transmigrated into a sickly body, a body with broken Dantian that was unable to practice Qigong, in another world. Fortunately, God had mercy on him by giving him a level up system. Useless? That was him in the past. Not worrying about practicing Qigong, he was now able to kill Monsters to level up. Easy! Level up when killing Monsters; level up when killing people. An unbeatable sovereign of the clan in the eyes of other people, but in his eyes, he is a glittering big BOSS. With this level up system, he will no longer encounter any bottlenecks during a breakthrough in cultivation like other geniuses; all he needs to do was kill as many monsters, clan heads, sovereigns, world experts … to have a better life. Dedicating his life on a road to become a god.",58,FALSE
"Invincible Leveling King","http://novelplanet.com/Novel/%49%6e%76%69%6e%63%69%62%6c%65%2d%4c%65%76%65%6c%69%6e%67%2d%4b%69%6e%67",NA,"Action, Adventure, Comedy, Fantasy, Harem, Martial Arts, Xuanhuan            ",FALSE,"Unknown","Otaku Lin Fei crossed over to a new world…Rare and exotic medicinal pellets? I eat them like snacks…Powerful martial art secret instruction manuals? I can sell them like newspaper bundles…What..You’re an absolute genius? I wreck geniuses like you for a living…Why am I so powerful?It’s because I have leveling system version 1.0!",43,FALSE
"Invincible Magician ~Akashic Record Overwrite~","http://novelplanet.com/Novel/%49%6e%76%69%6e%63%69%62%6c%65%2d%4d%61%67%69%63%69%61%6e%2d%41%6b%61%73%68%69%63%2d%52%65%63%6f%72%64%2d%4f%76%65%72%77%72%69%74%65",NA,"Action, Comedy, Romance            ",FALSE,"Unknown","I, who was transported as a magician in a different world, realized that I gained a peerless condition.Beating a demon with beginner level magic, healing a fatal wound with (my) healing power, gallantly rescuing the royalty who were being attacked.In spite of that, I wasn’t able to achieve the template event of heroine-ifying after peeking at someone changing clothes, being challenged to a duel and then turning the tables on them!The first princess who has transcended beauty is, someone I’ve failed to beat no matter how many times!Still, while being stubborn and repeating “returning death”, the world’s deception that I couldn’t see in that first week was becoming clearer little by little!?I will definitely save the princess who killed the me of that first week expressionlessly even though it will take several weeks!",1,FALSE
"Invincible Saint ~Salaryman, the Path I Walk to Survive in This Other World~","http://novelplanet.com/Novel/%49%6e%76%69%6e%63%69%62%6c%65%2d%53%61%69%6e%74%2d%53%61%6c%61%72%79%6d%61%6e%2d%74%68%65%2d%50%61%74%68%2d%49%2d%57%61%6c%6b%2d%74%6f%2d%53%75%72%76%69%76%65%2d%69%6e%2d%54%68%69%73%2d%4f%74%68%65%72%2d%57%6f%72%6c%64",2015,"Action, Adventure, Comedy, Fantasy, Martial Arts, Mystery, Shounen            ",FALSE,"tseirptranslations.com","One day, Earth’s God of Destiny, and Galdardia’s Chief God had a bet. The God of Destiny lost, and chose ten mediocre souls to hand over. To those ten souls, the Chief God of Galdardia handed them new vessels. And amongst those mediocre souls was one salaryman who fought against his destiny of death. How will this man grow from now on? Not the God of Destiny, nor the Chief God of Galdardia, nor even the author themselves know.",185,FALSE
"Iriya no Sora, UFO no Natsu","http://novelplanet.com/Novel/%49%72%69%79%61%2d%6e%6f%2d%53%6f%72%61%2d%55%46%4f%2d%6e%6f%2d%4e%61%74%73%75",2001,"Drama, Mystery, Romance, Sci-fi, Shounen, Tragedy            ",FALSE,"Unknown","Asaba Naoyuki is an ordinary junior high school student. As a member of his school’s press club, he’s just spent the summer camping outside the local military base, in hopes of seeing the UFOs that are secretly kept there, according to local legend. Returning to school, he meets a strange girl, Iriya Kana, and gradually comes to realize that she is more than merely strange – and that a dark secret lies beneath the world that he knows.",20,FALSE
"Irregular's Rebellion","http://novelplanet.com/Novel/%49%72%72%65%67%75%6c%61%72%2d%73%2d%52%65%62%65%6c%6c%69%6f%6e",NA,"Action, Fantasy, Harem, Romance            ",FALSE,"namelesstranslation.wordpress.com","Huntis Harmillion is a young man aspiring to become a knight for the empire to combat monsters and even demons, and he in particular is more than qualified. Upon enrolling into the knight academy, he managed to score better results than the previous record holder in the history of the academy<U+2015>and so did four other people, two of them with even better results than him. The top scorer of these five, Reece Regalgent, pulls these elites together to form Squad 00, also known as the Irregulars.A year later, Huntis has been held back a year, his old squad is gone, and he’s been made the leader of a squad of troublemakers known as The Worsts, with Huntis himself no longer having the desire or motivation to accomplish anything.",1,FALSE
